id,BHK,Bathroom,Parking,Price,Per_Sqft,Furnishing
1172,3,3.0,2.0,16500000,15687.005888125614,1
1173,3,2.0,1.0,8000000,15687.005888125614,1
1174,1,1.0,1.0,5600000,15687.005888125614,2
1175,2,2.0,1.0,21000000,15687.005888125614,0
1176,3,3.0,2.0,21000000,15687.005888125614,1
1177,3,3.0,2.0,8600000,15687.005888125614,1
1178,3,2.0,2.0,6600000,15687.005888125614,1
1179,3,3.0,2.0,14000000,15687.005888125614,1
1180,2,2.0,2.0,4700000,15687.005888125614,2
1181,3,3.0,1.0,30000000,15687.005888125614,2
1182,3,3.0,2.0,26000000,15687.005888125614,1
1183,2,2.0,2.0,18500000,15687.005888125614,0
1184,2,2.0,2.0,6500000,15687.005888125614,1
1185,2,2.0,2.0,15000000,15687.005888125614,2
1186,2,2.0,1.0,8000000,10000.0,1
1187,2,3.0,2.0,16100000,10000.0,1
1188,3,3.0,1.0,6800000,10000.0,1
1189,3,2.0,1.0,6800000,10000.0,0
1190,2,2.0,1.0,9000000,10000.0,2
1191,2,2.0,1.0,18000000,18000.0,1
1192,3,3.0,2.0,27500000,18000.0,2
1193,3,2.0,1.0,13500000,18000.0,2
1194,2,2.0,1.0,14000000,18000.0,1
1195,2,2.0,1.0,9000000,18000.0,0
1196,2,2.0,1.0,16000000,18000.0,2
1197,2,3.0,1.0,11000000,18000.0,1
1198,2,2.0,1.0,5500000,18000.0,2
1199,3,3.0,1.0,47500000,15687.005888125614,2
1200,3,4.0,2.0,45000000,15687.005888125614,2
1201,3,3.0,2.0,43500000,24166.0,1
1202,5,5.0,3.0,180000000,30000.0,1
1203,4,4.0,2.0,80000000,30000.0,1
1204,3,3.0,2.0,37500000,30000.0,2
1205,4,4.0,2.0,60000000,30000.0,2
1206,3,3.0,2.0,71000000,30000.0,1
1207,3,3.0,2.0,18500000,30000.0,2
1208,4,4.0,2.0,70000000,30000.0,1
1209,4,5.0,2.0,85000000,170000.0,1
1210,4,5.0,3.0,190000000,170000.0,2
1211,4,6.0,2.0,135000000,170000.0,1
1212,3,3.0,2.0,35000000,170000.0,2
1213,4,4.0,2.0,65000000,18055.0,1
1214,2,2.0,1.0,27500000,18055.0,0
1215,3,4.0,2.0,45000000,18055.0,2
1216,4,4.0,3.0,100000000,18055.0,2
1217,3,4.0,2.0,47000000,18055.0,1
1218,3,4.0,2.0,27500000,18055.0,1
1219,4,5.0,3.0,70000000,25000.0,1
1220,3,3.0,1.0,36500000,25000.0,1
1221,4,5.0,1.0,65000000,25000.0,2
1222,3,4.0,1.0,35000000,17677.0,2
1223,4,5.0,1.0,56000000,17677.0,1
1224,4,4.0,2.0,110000000,17677.0,2
1225,3,3.0,1.0,24000000,17677.0,1
1226,4,4.0,1.0,102500000,17677.0,1
1227,4,4.0,2.0,100000000,37037.0,1
1228,3,3.0,1.0,45000000,37037.0,1
1229,3,3.0,1.0,29000000,15687.005888125614,2
1230,3,3.0,1.0,25500000,15687.005888125614,1
1231,3,3.0,2.0,33500000,20938.0,1
1232,4,5.0,3.0,62500000,20938.0,1
1233,3,3.0,2.0,47500000,20938.0,1
1234,3,3.0,1.0,14700000,20938.0,1
1235,2,3.0,1.0,18000000,20938.0,1
1236,3,3.0,1.0,22500000,20938.0,1
1237,3,3.0,1.0,22000000,18333.0,2
1238,3,3.0,1.0,22200000,18333.0,1
1239,3,3.0,1.0,22500000,18333.0,1
1240,2,2.0,1.0,7500000,18333.0,1
1241,4,4.0,5.0,30000000,18333.0,0
1242,2,1.0,5.0,6500000,6878.0,2
1243,3,3.0,5.0,35000000,6878.0,2
1244,3,2.0,1.0,17500000,6878.0,1
1245,4,5.0,2.0,60000000,6878.0,1
1246,4,4.0,2.0,40000000,6878.0,1
1247,3,3.0,2.0,11500000,6878.0,1
1248,3,3.0,2.0,22500000,6878.0,1
1249,3,4.0,2.0,28500000,6878.0,1
1250,3,3.0,2.0,29000000,6878.0,1
1251,3,2.0,1.0,15500000,12916.0,1
1252,3,3.0,1.0,26000000,12916.0,1
1253,3,3.0,1.0,16500000,12916.0,1
1254,4,5.0,3.0,55000000,12916.0,2
1255,3,2.0,3.0,12500000,12916.0,1
1256,3,3.0,3.0,17500000,12916.0,1
1257,2,2.0,1.0,11500000,12916.0,2
1258,3,3.0,1.0,18500000,12916.0,2
